ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
5680,R268,Brasil,Torta salgada,,,,mistura para ,,,,,,,,4,"Torta, salgada, mistura para ","6,47",,,,,"3,42",,,,,,,,,,,,,,,,,,,,
5681,R269,Brasil,Torta salgada,,,,mistura para ,,,,,,,Oetker,323,"Torta, salgada, mistura para ","11,8","9,7","6,25","1,1","3,6","2,19","73,8","71,61","335,14","1402,23",,,,,,,,,,,,,,,,
5682,R270,Brasil,Torta salgada,,,,mistura para ,preparada,,,,,,Oetker,323,"Torta, salgada, mistura para, preparada","19,5",9,"6,25","18,2","2,9",,"50,4",,,,,,,,,,,,,,,,,,,
5683,R271,Brasil,Tutu,carioca,,,mistura para ,,,,,,,,4,"Tutu, carioca, mistura para ","4,83",,,,,"15,6",,,,,,,,,,,,,,,,,,,,
5684,R272,Brasil,Tutu,mineiro,,,mistura para ,,,,,,,,4,"Tutu, mineiro, mistura para ","5,55",,,,,"14,52",,,,,,,,,,,,,,,,,,,,
5685,R273,México,Uchepo,con leche,,,,,,,,,,,,"Uchepo, con leche","54,5","2,2","6,25",1,"0,6",,"41,7",,,,,,,,,,65,,"0,4",,0,,"0,1","0,09","0,7",0
5686,R274,México,Uchepo,dulce,,,,,,,,,,,,"Uchepo, dulce","60,4","2,7","6,25","0,8","0,7",,"35,4",,,,,,,,,,32,,1,,0,,"0,15","0,09","1,2",0
5687,R275,México,Uchepo,,,,,salado,,,,,,,,"Uchepo, salado","54,5",5,"6,25","0,8","1,8",,"37,9",,,,,,,,,,32,,"2,1",,0,,"0,15","0,09",1,0
5688,R276,Brasil,Virado,paulista,,,mistura para ,,,,,,,,4,"Virado, paulista, mistura para ","11,89",,,,,"16,68",,,,,,,,,,,,,,,,,,,,
5689,S001,Brasil,Abóbora,"purê, con leite",,,cozida,,,Cucurbita,moschata,,,,"4, 60","Abóbora, purê, con leite, cozida","86,4","0,96",,"0,91","1,16","1,7","10,57","8,87","47,51","198,78",,,,,,,,,,,,,,,,
5690,S002,Bolivia,Ají,de acelga,,,,,"Acelga, ají colorado, aceite, carne de res, cebolla, locoto, perejil y arroz",,,,,,,"Ají, de acelga","76,3","3,9",,"3,3","1,5",,15,,,,,,,,,,55,51,"2,7",,215,,"0,04","0,1","2,03",1
5691,S003,Bolivia,Ají,de achojcha,,,,,"Achojcha, ají colorado, carne de res, cebolla, tomate, locoto, habas, arvejas y papas",,,,,,,"Ají, de achojcha","73,6","2,6",,"3,4","1,4",,19,,,,,,,,,,30,50,"2,2",,199,,"0,04","0,11","1,87",1
5692,S004,Bolivia,Ají,de arroz,,,,,"Arroz, papas, ají colorado, manteca, cebolla, tomate y carne de res",,,,,,,"Ají, de arroz","61,2","2,6",,"1,1","0,8",,"34,3",,,,,,,,,,20,45,"1,8",,75,,"0,04","0,15","3,52",1
5693,S005,Bolivia,Ají,de cola de res,,,,,"Cola de res, ají colorado, aceite, cebolla, tomate, perejil, sal y arroz",,,,,,,"Ají, de cola de res","54,2","12,7",,15,"1,1",,17,,,,,,,,,,33,67,"1,5",,48,,"0,11","0,16",275,0
5694,S006,Bolivia,Ají,de fideos,,,,,"Fideo, aceite, ají colorado, cebolla, carne de res y papas",,,,,,,"Ají, de fideos","60,3","5,2",,"4,5","0,8",,"29,2",,,,,,,,,,24,59,2,,134,,"0,04","0,11","5,75",1
5695,S007,Bolivia,Ají,de habas,,,,,"Habas, carne de res, ají colorado, aceite, cebolla y papas",,,,,,,"Ají, de habas","68,7","4,5",,"2,1","1,3",,"23,4",,,,,,,,,,66,49,"7,2",,92,,"0,06","0,16","4,3",0
5696,S008,Bolivia,Ají,de lengua de res,,,,,"Lengua de res, ají colorado, aceite, cebolla, locoto, tomate, perejil, papa y tunta",,,,,,,"Ají, de lengua de res","58,5","15,4",,"41,3","1,3",,,,,,,,,,,,19,106,"3,2",,56,,"0,03","0,22","2,94",0
5697,S009,Bolivia,Ají,de papalisa,,,,,"Papalisa, ají colorado, aceite, cebolla, arvejas, carne de res y papas",,,,,,,"Ají, de papalisa","39,8",4,,"4,5","1,3",,"50,4",,,,,,,,,,30,57,"1,9",,59,,"0,05","0,18","1,2",1
5698,S010,Bolivia,Ají,de patas de cordero,,,,,"Carne de cordero, manteca, habas, arvejas, cebolla, perejil, sal y papas",,,,,,,"Ají, de patas de cordero","66,7","6,6",,"7,8","1,5",,"17,4",,,,,,,,,,32,42,"1,7",,170,,"0,03","0,13","2,42",1
5699,S011,Bolivia,Ají,de patas de res,,,,,"Patas de res, ají colorado, aceite, perejil y papas",,,,,,,"Ají, de patas de res","71,6","4,5",,"3,6",1,,"19,3",,,,,,,,,,28,40,"2,2",,58,,"0,03","0,2","2,47",1
5700,S012,Bolivia,Ají,de racacha,,,,,"Racacha, ají colorado, manteca, carne de res, perejil y papas",,,,,,,"Ají, de racacha","71,8","11,5",,"1,3","1,6",,"13,8",,,,,,,,,,25,35,"2,6",,12,,"0,05","0,18","2,91",3
5701,S013,Bolivia,Ají,de sangre de cordero,,,,,"Sangre de cordero, ají colorado, aceite, cebolla, arvejas y habas",,,,,,,"Ají, de sangre de cordero","72,8","8,2",,"3,1","1,4",,"14,5",,,,,,,,,,66,81,"1,7",,45,,"0,03","0,11","1,38",0
5702,S014,Bolivia,Ají,de seso de res,,,,,"Seso de res, ají colorado, aceite, cebolla, arvejas y habas",,,,,,,"Ají, de seso de res","69,4",5,,"7,3","1,5",,"16,8",,,,,,,,,,56,136,"1,4",,108,,"0,04","0,12","1,4",1
5703,S015,Bolivia,Ají,de trigo mote,,,,,"Trigo mote, ají colorado, aceite, cebolla, habas y arvejas.",,,,,,,"Ají, de trigo mote","71,6","4,1",,"3,6","1,1",,"19,6",,,,,,,,,,27,50,"1,3",,45,,"0,04","0,11","1,4",1
5704,S016,Bolivia,Albóndigas,con arroz,,,,,"Carne de res, cebolla, tomate, perejil, condimentos, pan duro y molido, huevo,  papa y arroz",,,,,,,"Albóndigas, con arroz","65,6","10,8",,"5,6","1,3",,"16,7",,,,,,,,,,41,70,"2,5",,74,,"0,06","0,15","3,18",0
5705,S158,Brasil,Ambrosia,típico de Goiás,,,,,,,,,,,353,"Ambrosia, típico de Goiás","42,72","7,37","6,25","6,88","1,1",0,"41,93","41,93","259,12","1084,16",,,,,,,,,,,,,,,,
5706,S159,Brasil,Ameixa de queijo,típico de Goiás,,,,,,,,,,,353,"Ameixa de queijo, típico de Goiás","30,21","6,31","6,25","6,51","1,71",0,"55,26","55,26","304,87","1275,58",,,,,,,,,,,,,,,,
5707,S160,Brasil,Arroz,polido,,,cozido,restaurante por kg,,Orysa ,sativa,,,,362,"Arroz polido, cozido, restaurante por kg","56,03","3,14","6,25","2,81","1,28","1,25","36,74","35,2","178,65","747,47",,,,,,,,,,,,,,,,
5708,S161,Brasil,Arroz com lingüiça de porco,típico de Goiás,,,,,,,,,,,353,"Arroz c/ lingüiça de porco, típico de Goiás","59,21","8,51","6,25","8,72","2,21","0,73","21,35","20,62",195,"815,88",,,,,,,,,,,,,,,,
5709,S162,Brasil,Arroz com pequi,típico de Goiás,,,,,,,,,,,353,"Arroz c/ pequi, típico de Goiás","61,89","2,76","6,25","4,51","1,76","1,46","29,08","27,62","162,11","678,27",,,,,,,,,,,,,,,,
5710,S017,Brasil,Baião de dois,arroz e feijão macaçar,,,,,,,,,,,"4, 60","Baião de dois, arroz e feijão macaçar","67,6","4,1",,"1,37","1,11","2,9","25,82","22,92","120,41","503,8",,,,,,,,,,,,,,,,
5711,S163,Brasil,Batata,frita,,,,restaurante por kg,,Solanum ,tuberosum,,,,362,"Batata, frita, restaurante por kg","50,32","3,94","6,25","12,42","1,6","3,97","31,72","27,73","238,46","997,72",,,,,,,,,,,,,,,,
5712,S018,Uruguay,Bife,de carne,"con salsa (cebolla, tomate y morón)",,,,,,,,,,,"Bife, de carne, con salsa","66,1",22,"6,25","8,5","1,4",,2,,,,,,,,,,,,,,,,,,,
5713,S164,Brasil,Biscoito de queijo ,típico de Goiás,,,,salgado,,,,,,,353,"Biscoito de queijo, típico de Goiás","17,57","9,16","6,25","21,71","2,47","1,65","49,09","47,44","421,79","1764,77",,,,,,,,,,,,,,,,
5714,S019,Argentina,Bizcochuelo,,,,,,,,,,,,,Bizcochuelo,31,"11,6","6,25","7,5","0,1",,"49,8",,,,,,,,65,166,46,143,"3,1",,,,,,,
5715,S020,Colombia,Bollo,de mazorca,,,,,,,,,,,,"Bollo, de mazorca",63,"4,8",,"0,9","0,8",,"30,5",,,,,,,,,,12,70,"0,2",,3,,"0,12","0,05",1,5
5716,S021,Colombia,Bollo,de plátano,,,,,,,,,,,,"Bollo, de plátano","60,1","1,6",,"0,1","0,6",,"37,6",,,,,,,,,,7,38,"0,6",,0,,"0,05","0,04","0,5",0
5717,S022,Colombia,Bollo,de yuca,,,,,,,,,,,,"Bollo, de yuca","64,7","0,6",,"0,1","0,3",,"34,3",,,,,,,,,,12,28,"0,1",,0,,"0,04","0,03","0,2",0
5718,S023,Colombia,Bollo,limpio,,,,,,,,,,,,"Bollo, limpio","62,4","3,3",,"0,3","0,4",,"33,6",,,,,,,,,,7,30,"0,2",,0,,"0,02","0,03","0,4",0
5719,S165,Brasil,Bolo de arroz ,típico de Goiás,doce,,,,,,,,,,353,"Bolo de arroz, doce, típico de Goiás","18,72","9,27","6,25","18,79","1,58","0,72","51,64","50,92","409,87","1714,9",,,,,,,,,,,,,,,,
5720,S024,Bolivia,Brazuelo,de cordero,,,,,"Brazuelo de cordero, aceite, locoto, lechuga, tomate, cebolla, papa y chuño",,,,,,,"Brazuelo, de cordero","58,5","20,3",,6,"1,2",,14,,,,,,,,,,37,91,"3,6",,803,,"0,06","0,27","2,31",1
5721,S025,Argentina,Budín,de acelga,,,,,,,,,,,,"Budín, de acelga","78,9","5,6","6,25","5,8","2,4",,"7,3",,,,,,,,630,228,142,118,"4,47",,,,,,,
5722,S026,Bolivia,Cabeza,de cordero,,,,,"Cabeza de cordero, chuño, papa, arroz y llajhua",,,,,,,"Cabeza, de cordero","77,5","6,7",,"4,4","1,6",,"9,8",,,,,,,,,,51,63,"2,2",,102,,"0,06","0,19","1,37",0
5723,S027,Bolivia,Caldo,ajiaco,,,,,"Caldo de carne de res, papas, huevo, ají colorado, aceite, cebolla y perejil",,,,,,,"Caldo, ajiaco","76,3","18,6",,"8,2","1,4",,,,,,,,,,,,24,83,"2,7",,0,,"0,05","0,23","3,1",6
5724,S029,Bolivia,Caldo,chairo paceño,,,,,"Caldo de carne de res, charque de cordero, zanahoria, arveja, habas, papas, chuño picado y perejil",,,,,,,"Caldo, chairo paceño","90,5","1,2",,"0,5","1,1",,"6,7",,,,,,,,,,20,16,"1,9",,0,,"0,04","0,12","2,36",1
5725,S028,Argentina,Caldo,común,,,,,,,,,,,,"Caldo, común","98,2","0,1","6,25","0,8","0,8",,"0,1",,,,,,,,231,132,3,13,0,,,,,,,
5726,S030,Bolivia,Caldo,de arroz,,,,,"Carne de res, papa, arroz, habas, arvejas, cebolla, perejil y sal",,,,,,,"Caldo, de arroz","85,5","2,3",,"0,1","1,1",,11,,,,,,,,,,15,68,"2,1",,29,,"0,04","0,15","2,7",0
5727,S031,Bolivia,Caldo,de fideo,,,,,"Caldo de carne de res, fideos, papas, cebolla, zanahoria, arvejas, habas y perejil",,,,,,,"Caldo, de fideo","85,7","5,3",,"0,2","1,8",,7,,,,,,,,,,23,18,"2,6",,0,,"0,04","0,13","0,88",1
5728,S032,Bolivia,Caldo,de papalisa,,,,,"Caldo de carne de res, papalisa, papas, arvejas, cebolla, sal, orégano, comino, perejil y sal",,,,,,,"Caldo, de papalisa","87,6","0,7",,"0,2",1,,"10,5",,,,,,,,,,12,24,"2,3",,0,,"0,03","0,14","3,25",0
5729,S033,Bolivia,Caldo,de pata de cordero,,,,,"Caldo elaborado con patas de cordero, papa, arroz, chuño, cebolla y sal",,,,,,,"Caldo, de pata de cordero","86,2","3,3",,"3,1",1,,"6,4",,,,,,,,,,15,5,"1,4",,28,,"0,02","0,12","2,09",0
5730,S034,Bolivia,Caldo,de quinua,,,,,"Quinua lavada, trozos de carne de res, papa, cebolla, zanahoria, sal y perejil",,,,,,,"Caldo, de quinua","88,6","1,2",,"8,6","0,8",,"0,8",,,,,,,,,,23,21,"2,5",,54,,"0,05","0,13","2,25",1
5731,S035,Bolivia,Caldo,de repollo,,,,,"Repollo, carne de res, cebolla, arvejas, habas, papa y sal",,,,,,,"Caldo, de repollo","88,7","0,2",,"1,2","0,8",,"9,1",,,,,,,,,,17,18,"2,5",,0,,"0,03","0,15","2,9",0
5732,S036,Bolivia,Caldo,de repollo con pecho de res,,,,,"Carne hervida, repollo, arvejas, zanahoria en trozos, cebolla, papas, arroz y sal",,,,,,,"Caldo, de repollo, con pecho de res","84,6","2,9",,"2,5","0,9",,"9,1",,,,,,,,,,32,32,"0,6",,"0,58",,"0,03","0,1","1,81",0
5733,S037,Argentina,Caldo,de verdura,,,,,,,,,,,,"Caldo, de verdura","97,7",0,"6,25",,"0,9",,,,,,,,,,8,115,10,14,,,,,,,,
5734,S038,Bolivia,Caldo,de verdura,,,,,"Caldo de carne de res, acelga, apio, zanahoria, haba, arvejas, vainitas, nabo, coliflor, achojcha, z",,,,,,,"Caldo, de verdura","87,9","3,2",,"1,1",1,,"6,8",,,,,,,,,,35,38,"1,9",,111,,"0,03","0,08","1,12",1
5735,S039,Bolivia,Caldo,huallaque,,,,,"Caldo de pescado, papas, chuño, orégano y sal",,,,,,,"Caldo, huallaque","84,1","2,9",,"0,5","2,1",,"10,4",,,,,,,,,,243,130,"2,4",,70,,"0,03","0,12","3,57",0
5736,S040,Bolivia,Caldo,jackonta,,,,,"Caldo de carne de cordero, cebolla, papas, arroz, chuño, orégano y sal",,,,,,,"Caldo, jackonta","83,2","2,8",,"0,6","1,2",,"12,2",,,,,,,,,,18,25,"2,2",,0,,"0,03","0,11","3,8",0
5737,S041,Bolivia,Caldo,lagua de chuño,,,,,"Chuño molido, papa, arvejas, zanahoria, cebolla, apio, carne de res y sal  ",,,,,,,"Caldo, lagua de chuño","84,5","0,3",,"0,8","1,2",,"13,2",,,,,,,,,,31,31,"0,8",,17,,"0,02","0,06","2,86",0
5738,S042,Uruguay,Capelettis,,con salsa blanca,,,,,,,,,,,"Capelettis, con salsa blanca","57,3","7,7","6,25","7,3","1,4",,"26,3",,,,,,,,,,,,,,,,,,,
5739,S166,Bolivia,Carne de gluten,con vegetales,,,procesado,seco,Carne vegetal preparada con gluten ,,,,,sin marca,Lab.Nutricion INLASA,"Carne de gluten, con vegetales","4,12",13,,"14,26","3,28",,"65,34",,,,,,,,,,"108,4","216,92","9,37",,"28,99",,,,"5,65","0,94"
5740,S167,Bolivia,Carne vegetal,,,,procesado,humeda,Carne vegetal preparada con soya,,,,,sin marca,Lab.Nutricion INLASA,Carne vegetal,"5,35",17,,"20,16","2,73",,"54,76",,,,,,,,,,"199,3","339,57","21,4",,,,,,,
5741,S046,Bolivia,Chanfaina,,,,,,"Vísceras de cordero: corazón, hígado, pulmones, ají colorado, cebolla, arvejas, habas, condimentos, ",,,,,,,Chanfaina,"70,3","9,2",,"1,8","1,3",,"17,4",,,,,,,,,,19,73,4,,427,,"0,08","0,5","3,02",12
5742,S047,Bolivia,Chanka,de conejo,,,,,"Cuy cocido, sal, cebolla, papa, tallos de cebolla y habas",,,,,,,"Chanka, de conejo","73,8","11,8",,"3,9","0,8",,"9,7",,,,,,,,,,53,49,"1,7",,18,,"0,05","0,2","2,47",0
5743,S048,Bolivia,Chanka,de pollo,,,,,"Pollo cocido, sal, cebolla, papa, tallos de cebolla y habas",,,,,,,"Chanka, de pollo","69,7","10,4",,5,"0,8",,"14,1",,,,,,,,,,32,60,"2,2",,28,,"0,05","0,22","2,94",5
5744,S049,Bolivia,Charquecán,,,,,,"Charque cocido, ají colorado, aceite, papas, habas, huevos, cebolla, tomate, locoto y sal",,,,,,,Charquecán,"69,6","4,5",,"5,3","1,2",,"19,4",,,,,,,,,,28,49,"4,1",,37,,"0,04","0,17","3,74",0
5745,S050,Bolivia,Chicharrón,con mote y chuño,,,,,"Carne de cerdo, mote de maíz blanco, chuño y llajhua",,,,,,,"Chicharrón, con mote y chuño","56,9","10,2",,"13,1","1,6",,"18,2",,,,,,,,,,31,92,"3,5",,0,,"0,13","0,19","2,44",0
5746,S051,Colombia,Chili,con carne,,,,,,,,,,,,"Chili, con carne","71,6","6,6",,"7,7",2,,"12,1",,,,,,,,,,29,56,12,,0,,"0,03","0,08","0,3",0
5747,S052,Bolivia,Chorizo,con fideos,,,,,"Fideos, chorizos criollos, ensalada de lechuga, tomate, cebolla, aceite y sal",,,,,,,"Chorizo, con fideos","64,9","4,3",,"3,8","1,1",,"25,9",,,,,,,,,,30,62,"3,6",,0,,"0,05","0,11","4,78",1
5748,S053,Bolivia,Chuleta,de cerdo con puré,,,,,"Chuletas de cerdo, sal, limón, pimienta, aceite, papas, leche, mantequilla y sal",,,,,,,"Chuleta, de cerdo, con puré","61,4","6,4",,"9,6","1,5",,"21,1",,,,,,,,,,36,77,"2,3",,40,,"0,08","0,15","3,63",0
5749,S043,Bolivia,Conejo,estirado,,,,,"Carne de cuy o cuis cocido y frito, papa, chuño, huevo, lechuga, cebolla, tomate, locoto, aceite y s",,,,,,,"Conejo, estirado",62,"4,8",,"2,8",1,,"29,4",,,,,,,,,,28,30,"2,8",,77,,"0,04","0,14","3,02",0
5750,S044,Bolivia,Costillar,de cordero,,,cocido,,"Costilla de cordero cocido y frito, arroz, papas, tunta, cebolla, tomate, locoto, aceite y sal",,,,,,,"Costillar, de cordero, cocido","66,3","7,4",,"6,3","0,9",,"19,1",,,,,,,,,,24,57,"1,4",,115,,"0,05","0,21","2,03",1
5751,S045,Brasil,Cuscuz,con fubá,,,,,,,,,,,"4, 60","Cuscuz, con fubá","42,6","4,6",,"0,32","0,99","2,73","51,49","48,76","216,32","905,08",,,,,,,,,,,,,,,,
5752,S168,Brasil,Doce de ovos,típico de Goiás,,,,,,,,,,,353,"Doce de ovos, típico de Goiás","23,43","10,02","6,25","8,87","1,47",0,"56,21","56,21","344,75","1442,43",,,,,,,,,,,,,,,,
5753,S169,Brasil,Empadão goiano ,típico de Goiás,,,,,"Frango, lingüiça, ovo, queijo minas, lombo, guariroba, azeitona",,,,,,353,"Empadão goiano, típico de Goiás","58,75","11,67","6,25","10,63","1,89","1,17","17,06","15,89","205,91","861,53",,,,,,,,,,,,,,,,
5754,S054,Bolivia,Empanada,de maíz con relleno de queso,,,horneada,,,,,,,,,"Empanada de maíz, relleno queso","33,1","12,4",,16,"2,6",,"35,9",,,,,,,,,,261,189,"7,9",,28,0,"0,08","0,45","2,26",1
5755,S055,Uruguay,Empanada,de carne,,,al horno,,"Masa de hojaldre (harina, agua, aceite, polvo de hornear y almidón)",,,,,,,"Empanada, de carne","34,9","15,4","6,25",23,"1,6",,"25,1",,,,,,,,,,,,,,,,,,,
5756,S056,Colombia,Empanada,de guiso,,,,,,,,,,,,"Empanada, de guiso","45,5","5,5",,"15,8","2,9",,"30,3",,,,,,,,,,12,36,"5,9",,0,,"0,13","0,06","2,8",0
5757,S057,Uruguay,Empanada,de jamón y queso,,,al horno,,"Masa de hojaldre (harina, agua, aceite, polvo de hornear y almidón)",,,,,,,"Empanada, de jamón y queso","40,6","12,1","6,25","32,6","2,4",,"12,3",,,,,,,,,,,,,,,,,,,
5758,S058,Chile,Empanada,de pino,,,horneado,,,,,,,,79,"Empanada, de pino",51,"7,9","6,25","10,6","2,1",,"28,4",,,,,,,,636,156,27,110,"2,6",,,,0,0,,
5759,S059,Colombia,Empanada,de pipián,,,,,,,,,,,,"Empanada, de pipián","31,4","4,7",,"26,3",3,,"34,6",,,,,,,,,,12,13,"7,1",,22,,"0,05","0,08","1,1",0
5760,S060,Bolivia,Empanada,con relleno de queso,,,horneada,,,,,,,,,"Empanada, de queso","11,7","9,7",,"2,2","2,4",,74,,,,,,,,,,163,121,"2,4",,0,,"0,08","0,48","7,9",1
5761,S061,Chile,Empanada,de queso,,,frito,,,,,,,,79,"Empanada, de queso","24,4","11,4","6,25","25,9","2,3",,36,,,,,,,,488,106,206,191,"1,6",,,,0,0,,
5762,S062,Chile,Emparedado,hamburguesa con agregados,,,,,,,,,,,80,"Emparedado, hamburguesa, con agre",59,"10,3","6,25","11,5",2,,"17,2",,,,,,,,,,,,,,,,,,,
5763,S063,Chile,Emparedado,hamburguesa con agregados,,,,,,,,,,,,"Emparedado, hamburguesa, con agre","61,5","7,6","6,25","9,1","2,3",,"19,5",,,,,,,,,,,,,,,,,,,
5764,S064,Chile,Emparedado,lomo de cerdo con agregados,,,,,,,,,,,,"Emparedado, lomo, de cerdo, con agre","61,2","10,3","6,25","11,7","1,9",,"14,9",,,,,,,,,,,,,,,,,,,
5765,S065,Chile,Emparedado,lomo de cerdo con agregados,,,,,,,,,,,80,"Emparedado, lomo, de cerdo, con agre","59,8","9,1","6,25","9,1","1,8",,"20,2",,,,,,,,,,,,,,,,,,,
5766,S066,Chile,Emparedado,vienesa con agregados,,,,,,,,,,,80,"Emparedado, vienesa, con agregados","57,9","6,4","6,25","13,9",2,,"19,8",,,,,,,,,,,,,,,,,,,
5767,S067,Chile,Emparedado,vienesa con agregados,,,,,,,,,,,,"Emparedado, vienesa, con agregados","59,2","5,4","6,25","11,8","2,3",,"21,3",,,,,,,,,,,,,,,,,,,
5768,S069,Colombia,Envuelto,de chigua,,,,,De la almendra de la chigua,,Zamia sp,,,,,"Envuelto, de chigua","68,1","4,7",,0,"0,4",,"26,8",,,,,,,,,,15,42,"3,4",,0,,"0,03","0,04","0,5",0
5769,S068,Colombia,Envuelto,de colada,,,,,,,,,,,,"Envuelto, de colada","80,3",2,,"0,2","0,6",,"16,9",,,,,,,,,,4,12,"2,6",,0,,"0,01","0,04",0,0
5770,S070,Colombia,Envuelto,de madura,,,,,,,,,,,,"Envuelto, de madura","64,9","1,2",,"0,5","0,6",,"32,8",,,,,,,,,,4,26,"0,9",,0,,"0,3","0,3","0,7",0
5771,S071,Colombia,Envuelto,de mute,,,,,,,,,,,,"Envuelto, de mute","66,1","3,2",,"0,3","0,4",,30,,,,,,,,,,6,25,"3,8",,0,,"0,02","0,33",1,0
5772,S072,Bolivia,Escabeche,de pollo,,,,,"Carne de pollo, cebolla, locoto, vainitas, zanahoria, sal y vinagre",,,,,,,"Escabeche, de pollo","65,5","19,5",,"4,8","2,6",,"7,6",,,,,,,,,,50,81,"5,9",,13,,"0,03","0,29","1,98",0
5773,S073,Bolivia,Escabeche,de verduras,,,,,"Pepinos, locotos, coliflores, zanahoria, vainitas y cebollas ligeramente cocidas con sal, macerados ",,,,,,,"Escabeche, de verduras","68,4","5,5",,"1,7","3,2",,"21,2",,,,,,,,,,22,35,"2,1",,124,,"0,04","0,19","1,76",0
5774,S074,Bolivia,Falso conejo,,,,,,"Carne de res, pan, ají colorado, aceite, cebolla picada, arvejas, condimentos, arroz, papa y sal",,,,,,,Falso conejo,"70,2","4,2",,"1,3","1,5",,"22,8",,,,,,,,,,20,47,"2,3",,23,,"0,04","0,17","2,36",0
5775,S170,Brasil,Feijão,carioca,,,cozido,restaurante por kg,,Phaseolus, vulgaris,,,,362,"Feijão, carioca, cozido, restaurante por kg,","73,92","5,15","6,25","1,57","1,52","6,95","17,84","10,86","78,17","327,06",,,,,,,,,,,,,,,,
5776,S075,Brasil,Feijão,"tutu, con charque e farinha de mandioca",,,,,,,,,,,"4, 60","Feijão, tutu, con charque e farinha de mandioca","55,5","10,7",,"7,13","2,29",5,"24,38","19,38","184,49","771,91",,,,,,,,,,,,,,,,
5777,S171,Brasil,Feijoada,,,,,restaurante por kg,,,,,,,362,"Feijoada, restaurante por kg","69,12","10,51","6,25","5,99","2,43","5,21","11,95","6,74","122,91","514,26",,,,,,,,,,,,,,,,
5778,S172,Brasil,Frango com açafrão,típico de Goiás,,,,,,,,,,,353,"Frango c/ açafrão, típico de Goiás","65,63","21,88","6,25","8,61","2,47",0,"1,41","1,41","170,65",714,,,,,,,,,,,,,,,,
5779,S076,Bolivia,Fricasé,,,,,,"Carne de cerdo, ají amarillo, ajo, comino y sal, mote, maíz blanco y chuño",,,,,,,Fricasé,"72,4","6,6",,"2,9","1,1",,17,,,,,,,,,,17,67,"2,2",,0,,"0,18","0,2","2,97",0
5780,S173,Brasil,Galinhada ,típico de Goiás,,,,,"Frango, arroz, tomate",,,,,,353,"Galinhada, típico de Goiás","60,53","10,11","6,25","5,96","2,07","0,73","21,33","20,6","176,48","738,39",,,,,,,,,,,,,,,,
5781,S174,Brasil,"Galinhada com pequi (frango, arroz, tomate)",típico de Goiás,,,,,,,,,,,353,"Galinhada c/ pequi, típico de Goiás","59,54","9,96","6,25","5,77","1,59","1,32","23,14","21,82","179,05","749,15",,,,,,,,,,,,,,,,
5782,S175,Bolivia,Gluten ,de trigo,,,precocido,seco,,,,,,sin marca,Lab.Nutricion INLASA,"Gluten, de trigo, precocido","29,09","21,3",,"0,57","0,25",,"48,79",,,,,,,,,,"101,22","68,99","1,32",,,,,,"1,47",
5783,S176,Brasil,Guariroba ao molho,típico de Goiás,,,,,,,,,,,353,"Guariroba ao molho, típico de Goiás","87,03","1,48","6,25","2,29","1,89","4,91","7,31","2,4","36,13","151,17",,,,,,,,,,,,,,,,
5784,S077,Bolivia,Guiso,de cordero,,,,,"Carne de cordero, zanahoria, cebolla, tomate, locoto, perejil, ají colorado, ajo, pimienta, hojas de",,,,,,,"Guiso, de cordero","64,4","6,3",,"14,3","1,3",,"13,7",,,,,,,,,,35,64,"2,5",,25,,"0,04","0,13","3,08",1
5785,S078,Venezuela,Hallaquita,,,,,,,,,,,,,Hallaquita,"67,5","2,6","6,25",,"0,3",,,,,,,,,,,,,,,,,,"2,2",,,
5786,S080,Venezuela,Hamburguesa,cuarto de libra con queso,,,,,,,,,,,,"Hamburguesa, cuarto libra con queso","44,9","16,3","6,25","16,1","2,4",,"20,3",,,,,,,,,345,154,92,,2,,,"0,06","0,18","2,6",
5787,S079,Uruguay,Hamburguesa,cuarto libra,con queso,,,,,,,,,,,"Hamburguesa, cuarto libra, con queso ","48,2","18,5","6,25","16,1",2,,"15,2",,,,,,,,,,,,,,,,,,,
5788,S081,Uruguay,Hamburguesa,de carne picada,"con pan, mayonesa, ketchup y muzarella",,a la plancha,,,,,,,,,"Hamburguesa, de carne picada, a la plancha ","46,1","14,8","6,25","26,2","2,5","1,1","10,4","9,3",332,"1389,09",,,,,,,,,,,,,,,,
5789,S082,México,Hamburguesa,picada,,,frita,,,,,,,,,"Hamburguesa, picada frita",60,"27,4","6,25","11,3",,,,,,,5,4,"0,45",70,48,558,12,,"3,5",0,6,,"0,09","0,23",6,0
5790,S083,México,Hamburguesa,picada,,,frita,regular,,,,,,,,"Hamburguesa, picada, frita, regular","54,2","24,2","6,25","20,3",,,,,,,10,9,"0,62",87,83,450,11,,"3,2","5,2",,,"0,03","0,19","5,7",0
5791,S084,Venezuela,Hamburguesa,tipo Big Mac,,,,,,,,,,,,"Hamburguesa, tipo Big Mac",50,"12,3","6,25","11,8","1,3",,"24,6",,,,,,,,1523,,86,59,"1,2",3,,,"0,14","0,16","2,3",
