ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
945,A703,Venezuela,Trigo,,,grano,"inflado, azucarado",,,,,,,,,"Trigo, inflado, azucarado","5,6","7,5","5,83",1,,,,,,,,,,,,,36,117,"1,7",,,,"0,54","0,18",4,
946,A413,Bolivia,Trigo,jankaquipa,,semilla,,,Maiz willcaparau tostado y molido,Triticum ,aestivum,,,,,"Trigo, jankaquipa ","8,3","10,8",,"1,6","1,7",,"77,6",,,,,,,,,,52,268,"4,3",,0,,"0,22","0,11",2,1
947,A704,Perú,Trigo,llunka,,,,,,Triticum,aestivum L.,,,,,"Trigo, llunka","16,1","9,1",,1,2,,"71,8",,,,,,,,,,60,250,"1,6",,,,"0,33","0,26","1,95",2
948,A705,Perú,Trigo,máchica,,,,,,Triticum,aestivum L.,,,,,"Trigo, máchica",9,"7,9",,"1,2",2,,"79,9",,,,,,,,,,67,300,"0,9",,,,"0,1","0,48","2,11","2,7"
949,A706,Perú,Trigo,mote,,,,,,Triticum,aestivum L.,,,,,"Trigo, mote",59,"2,5",,"0,6","0,9",,37,,,,,,,,,,38,118,"2,5",,,,"0,01","0,07","1,57","0,4"
950,A707,Bolivia,Trigo,"mote, comercial",,semilla,crudo,,,Triticum ,aestivum,,,,,"Trigo, mote, comercial, crudo",10,"10,2",,1,"2,4","1,7","76,4","74,7","348,95","1460,01",,,,,,,53,316,13,,0,,"0,09","0,04","2,5",0
951,A708,Perú,Trigo,pelado,para mote,,cocido,,,Triticum,aestivum L.,,,,,"Trigo, pelado, para mote, cocido","82,9","1,9",,"0,1","0,4",,"14,7",,,,,,,,,,29,45,"0,4",,,,,,"0,73",
952,A709,Perú,Trigo,pelado,para mote,,crudo,,,Triticum,aestivum L.,,,,,"Trigo, pelado, para mote, crudo","12,5","9,8",,"0,9","2,2",,"74,6",,,,,,,,,,80,274,"2,5",,,,"0,18","0,23",4,"0,9"
953,A710,Perú,Trigo,resbalado,,,cocido,,,Triticum,aestivum L.,,,,,"Trigo, resbalado, cocido","77,9","2,8",,"0,3","0,4",,"18,6",,,,,,,,,,5,66,"0,5",,,,"0,06","0,02","0,9","0,7"
954,A711,Perú,Trigo,resbalado,,,crudo,,,Triticum,aestivum L.,,,,,"Trigo, resbalado, crudo","13,5","11,4",,"1,8","1,5",,"71,8",,,,,,,,,,17,299,"4,8",,,,"0,3","0,17",5,"4,5"
955,A956,Bolivia,Trigo ,con soya,mezcla,grano partido,machacado,seco,,,,,,PanCris,Lab.Nutricion INLASA,"Trigo, machacado, con soya ","6,28","19,43",,"3,5","2,21",,"68,58",,,,,,,,,,"148,19","338,48","5,6",,,,,,,
956,A266,Brasil,Farinha,de trigo,,,,,,Triticum,vulgare,,,,4,"Farinha, de trigo","9,46",,,,,"2,85",,,,,,,,,,,,,,,,,,,,
957,B001,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,hybrid,Tetsukabuto,,,91,"Abóbora, moranga, crua",,,,,,,,,,,,,,,,,,,,,296,,,,,
958,B002,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,maxima,Exposição,,,91,"Abóbora, moranga, crua",,,,,,,,,,,,,,,,,,,,,288,,,,,
959,B003,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,maxima,Jerimum Caboclo,,,91,"Abóbora, moranga, crua",,,,,,,,,,,,,,,,,,,,,375,,,,,
960,B004,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,moschata,,,,"4, 5","Abóbora, moranga, crua","93,39","1,27",,"0,2","0,48","2,74","4,66","1,92","14,56","60,92",,,,,,,,,,,,,,,,
961,B005,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,moschata DU,,,,"4, 5","Abóbora, moranga, crua","95,14",,,,,"1,94",,,,,,,,,,,,,,,,,,,,
962,B006,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,moschata,Baianinha,,,91,"Abóbora, moranga, crua",,,,,,,,,,,,,,,,,,,,,4320,,,,,
963,B007,Brasil,Abóbora,moranga,,,cozida/10 min ,,,Cucurbita,moschata,Menina Verde,,,302,"Abóbora, moranga, madura, cozida/10 min",,,,,,,,,,,,,,,,,,,,,500,,,,,
964,B008,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,moschata,Menina Verde,,,302,"Abóbora, moranga, madura, crua",,,,,,,,,,,,,,,,,,,,,540,,,,,
965,B009,Brasil,Abóbora,moranga,,,frita/10 min,,,Cucurbita,moschata,Menina Verde,,,302,"Abóbora, moranga, madura, frita/10 min",,,,,,,,,,,,,,,,,,,,,500,,,,,
966,B010,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,moschata,Menina Verde,,,302,"Abóbora, moranga, verde, crua",,,,,,,,,,,,,,,,,,,,,28,,,,,
967,B011,Brasil,Abóbora,moranga,,,crua,,,Cucurbita,pepo,Caserta,,,302,"Abóbora, moranga, verde, crua",,,,,,,,,,,,,,,,,,,,,26,,,,,
968,B012,Brasil,Abóbora,,,semente,,,,Cucurbita,moschata,,,,"178, 216","Abóbora, semente","3,53","29,78",,"32,44","4,23","7,56","30,02","22,46","500,92","2095,85",,,,,,,,,,,,,,,,
969,B013,Brasil,Abóbora,,,semente,farinha,,,Cucurbita,moschata,,,,"53, 178","Abóbora, semente, farinha",6,"37,6",,"42,3",4,"7,3","10,1","2,8","542,3","2268,98",,,,,,,,,,,,,,,,
970,B014,Brasil,Abobrinha,,,,cozida/10 min,,,,,,,,"3, 307","Abobrinha, cozida/10 min","95,77","0,85",,"0,26","0,45","1,24","2,67","1,43","11,46","47,95",,,,,,,,,,,,,,,,
971,B015,Brasil,Abobrinha,italiana,,,crua,,,,,,,,4,"Abobrinha, italiana, crua","95,32","0,87",,"0,1","0,58","1,21","3,13","1,92","12,06","50,46",,,,,,,,,,,,,,,,
972,B016,Brasil,Acelga,,,,crua,,,Beta,vulgaris,,,,88,"Acelga, crua",,,,,,,,,,,,,,,,,,,,,220,,,,,
973,B886,Argentina,Acelga,,,hoja,crudo,,,Beta ,vulgaris,cycla,,,1,"Acelga, cruda","90,6","2,9","6,25","0,17",2,,"4,33",,,,,,,,235,493,101,41,"1,8","0,39",,,,,,
974,B887,Argentina,Acelga,silvestre,,tallo,crudo,,,Beta ,vulgaris,cycla,,,1,"Acelga, cruda",94,"1,2","6,25","0,09",2,,"2,71",,,,,,,,150,470,53,23,"0,34",,,,,,,
975,B017,Perú,Acelga,,,hoja,,,,Beta ,vulgaris L.,,,,,"Acelga, hoja","90,7","2,2",,"0,3","1,5",,"5,3",,,,,,,,,,90,46,"2,4",,176,,"0,04","0,26","0,56","14,1"
976,B018,Colombia,Acelga,,,hoja sin venas,,,,Beta,vulgaris,Cicla L.,,,,"Acelga, hoja sin venas",90,"2,4",,"0,2","2,1",,"5,3",,,,,,,,,,112,52,"2,9",,541,,"0,07","0,15","0,4",30
977,B019,México,Acelga,,,hoja y tallo,cruda,fresco,,Beta,vulgaris,Cicla,,,,"Acelga, hoja y tallo, cruda","91,1","2,9","6,25","0,3","2,2",,"3,5",,,,,,,0,147,550,62,550,"3,9",0,404,,"0,05","0,23","0,5",6
978,B020,Bolivia,Acelga,,,hoja,cruda,,,Beta ,vulgaris,,,,,"Acelga, hoja, cruda","91,6","1,9",,"0,4","1,1",,5,,,,,,,,,,72,34,"5,3",,473,,"0,04","0,24","0,68",28
979,B021,Ecuador,Acelga,,,hoja,cruda,,,Beta,vulgaris Var.,,,,52,"Acelga, hoja, cruda","86,3",,,,"1,3",,,,,,,,,,173,416,132,40,"31,2","0,62",,,,,,
980,B022,Argentina,Acelga,,,hoja,cruda,fresca,,Beta,vulgaris,, ,,INN,"Acelga, hoja, cruda, fresca",91,"2,6","6,25",0,"2,6",,"3,8",,,,,,,,154,639,115,102,"6,94",,0,,"0,09","0,14","0,5","21,1"
981,B023,Argentina,Acelga,,,hoja,hervida,fresca,,Beta,vulgaris,, ,,INN,"Acelga, hoja, hervida",94,"2,2","6,25",0,1,,"2,8",,,,,,,,74,226,149,31,"2,35",,,,,,,"10,1"
982,B024,Cuba,Acelga,,,hoja,"hervida, drenada",,,Beta ,vulgaris,Cicla,Acelga suiza,,,"Acelga, hoja, hervida ","94,52","1,62","6,25","0,08","0,61","2,19","3,17","0,98","11,12","46,53",,,,,,,,,,,,,,,,
983,B025,Brasil,Acelga,japonesa,,,cozida/5 min,,,Beta,vulgaris,,,,"4, 51","Acelga, japonesa, cozida/5 min","95,8","1,02",,"0,18","0,31","1,25","2,69","1,44","11,46","47,95",,,,,,,,,,,,,,,,
984,B026,Colombia,Acelga,,,"tallo,venas de las hojas",,,,Beta ,vulgaris,Cicla L.,,,,"Acelga, tallo","94,5","0,8",,"0,1","1,6",,3,,,,,,,,,,31,14,"0,8",,18,,"0,02","0,03","0,1",3
985,B027,Perú,Acelga,,,tallo,,,,Beta ,vulgaris L.,,,,,"Acelga, tallo","94,8","0,7",,"0,3","1,4",,"2,8",,,,,,,,,,23,10,"0,5",,9,,,"0,03",,4
986,B028,Argentina,Achicoria,,,hoja,cruda,fresca,,Cichorium,intybus,, ,,"A, B,INN","Achicoria, hoja, cruda","94,2","1,6","6,25","0,3",1,,"2,9",,,,,,,,7,182,18,21,"0,69",,,,,,,"49,3"
987,B888,Argentina,Achicoria de monte,silvestre,,hoja,crudo,,,Hipochaeris,sp,,,,ITA,"Achicoria de monte, cruda","86,51","2,83","6,25","1,15","1,8",,"7,71",,,,,,,,,"259,8",69,"28,9","2,57",,,,,,,"9,88"
988,B889,Argentina,Achira,,,raíz,crudo,,,Canna ,coccinea,,"Platanillo de Cuba, maraca",,ITA,"Achira, cruda","88,85","1,73","6,25","0,17","1,33",,"7,92",,,,,,,,,677,"36,35","53,17","0,77",,,,,,,"5,56"
989,B029,Colombia,Achira,,,raíz,,,,,,,,,,"Achira, raíz","84,4","0,9",,"0,2","1,5",,13,,,,,,,,,,7,85,"0,7",,0,,"0,04","0,01","0,3",0
990,B030,Bolivia,Achira,,,raiz,cruda,,,Canna ,edulis,,,,,"Achira, raíz, cruda",70,"2,7",,"0,4","1,2",,"25,7",,,,,,,,,,55,55,"9,5",,8,,,,"0,66",0
991,B031,Bolivia,Achojcha,,,fruto,cruda,fresca,,Cyclanthera ,pedata,,,,,"Achojcha, cruda ","94,2","0,8",,"0,1","0,6",,"4,3",,,,,,,,,,20,15,1,,33,,"0,05","0,1","1,18",6
992,B032,Brasil,Agrião,,,,cru,,,Nasturtium,officinale,,,,302,"Agrião, cru",,,,,,,,,,,,,,,,,,,,,690,,,,,
993,B033,Brasil,Agrião,,,,cru,,,Nasturtium,officinale,,,,302,"Agrião, cru",,,,,,,,,,,,,,,,,,,,,420,,,,,
994,B034,Brasil,Agrião,,,,cru,,,Nasturtium,officinale L.,,,,"3, 83, 246","Agrião, cru","91,9","3,63",,"0,67","1,03","1,83","2,77","0,94","24,31","101,71",,,,,,,,,,,,,,,,
995,B035,Brasil,Agrião,,,folha,cru,,,Nasturtium,officinale,,,,83,"Agrião, folha, cru",,,,,,,,,,,,,,,,,,,,,328,,,,,
996,B036,Brasil,Agrião,,,folha,cru,,,Nasturtium,officinale,,,,83,"Agrião, folha, cru",,,,,,,,,,,,,,,,,,,,,245,,,,,
997,B037,Perú,Ají,amarillo,,,,,,Capsicum,frutescens L.,,,,,"Ají, amarillo","88,9","0,9",,"0,7","0,7",,"8,8",,,,,,,,,,31,21,"0,9",,445,,"0,06","0,58","1,25",60
998,B038,Perú,Ají,amarillo,,molido,con sal,fresco,,Capsicum,frutescens L.,,,,,"Ají, amarillo, molido, fresco, con sal ","60,2","1,9",,"1,7",27,,"9,2",,,,,,,,,,97,47,"3,5",,560,,"0,18","0,21","1,3","16,2"
999,B039,Perú,Ají,amarillo,,,seco,,,Capsicum,frutescens L.,,,,,"Ají, amarillo, seco","16,6","7,3",,"6,3",5,,"64,8",,,,,,,,,,124,166,"8,2",,980,,"0,12","1,48","4,15",6
1000,B044,Colombia,Ají,chivato,,baya sin semillas,,,,Capsicum,baccatum L.,,,,,"Ají, chivato","80,1","3,5",,"0,4","1,2",,"14,8",,,,,,,,,,70,78,"1,1",,390,,"0,14","0,08","2,4",5
1001,B040,Perú,Ají,colorado,no picante,molido,con sal,,,Capsicum,annuum L.,,,,,"Ají, colorado, no picante, molido","69,8","1,9",,"1,3","17,8",,"9,2",,,,,,,,,,175,35,"5,6",,278,,"0,12","0,49","0,7",12
1002,B041,Perú,Ají,colorado,picante,molido,con sal,,,Capsicum,annuum L.,,,,,"Ají, colorado, picante, molido","72,6","2,1",,1,"16,3",,8,,,,,,,,,,130,54,5,,213,,"0,09","0,44","0,8","19,2"
1003,B042,Perú,Ají,colorado,,,seco,,,Capsicum,annuum L.,,Panca,,,"Ají, colorado, seco, panca","20,2",7,,"7,8","6,5",,"58,5",,,,,,,,,,142,209,"4,9",,4412,,"0,13","1,79","3,55",23
1004,B043,Bolivia,Ají,,,fruto,crudo,,,Capsicum ,spp.,Verde,,,,"Ají, crudo, variedad verde","86,8","1,8",,"0,2","0,7",,"10,5",,,,,,,,,,27,51,"4,5",,64,,"0,07","0,22","1,75",95
1005,B045,Perú,Ají,de mesa,,,,,,Capsicum,frutescens L.,,,,,"Ají, de mesa","89,1","1,8",,"1,2","0,7",,"7,2",,,,,,,,,,77,23,"1,3",,228,,"0,17","0,6","0,95","104,4"
1006,B046,Perú,Ají,de vaina,,,,,,,,,,,,"Ají, de vaina","83,2","2,6",,"1,1","1,2",,"11,9",,,,,,,,,,94,56,"1,7",,771,,"0,22","0,47","2,65",12
1007,B047,Perú,Ají,dulce,,,,,,Capsicum,annuum L.,,,,,"Ají, dulce","92,4","0,7",,"0,4","0,5",,6,,,,,,,,,,10,43,3,,17,,"0,04","0,09","1,03",95
1008,B048,Bolivia,Ají,,,fruto,fresco,,,Capsicum ,spp.,Chiche,,,,"Ají, fresco, variedad chiche","86,8","1,5",,"0,2",1,,"10,5",,,,,,,,,,30,18,"2,9",,56,,"0,06","0,25","1,88",61
1009,B049,Ecuador,Ají,,,fruto,crudo,,,,,,,,46,"Ají, fruto, crudo","87,8","2,7",,,"4,2","1,9",,,,,,,,,,,,,,,,,,,,
1010,B050,Ecuador,Ají,,,fruto,pasta,,,,,,,,45,"Ají, pasta","87,7","2,4",,,"3,4","1,5",,,,,,,,,,,,,,,,,,,,
1011,B051,Colombia,Ají,pimiento rojo,,baya sin semillas,,,,Capsicum,frutescens L.,,,,,"Ají, pimiento rojo","81,1","2,2",,"1,6",1,,"14,1",,,,,,,,,,29,65,1,,1381,,"0,07","0,2","1,6",100
1012,B053,Bolivia,Ají,,,semilla,seco,,,Capsicum ,spp.,Colorado,,,,"Ají, seco","7,3",12,,"11,3","3,4",,66,,,,,,,,,,73,426,"10,6",,601,,"0,28","0,4","2,1",17
1013,B054,Bolivia,Ají,,,fruto,seco,,,Capsicum ,annuum,Amarillo,,,,"Ají, seco, variedad amarillo","8,1","7,4",,"4,9","1,1",,"78,5",,,,,,,,,,145,296,"14,6",,401,,"0,25","0,71","1,64",46
1014,B055,Bolivia,Ají,,,semilla,seco,,,Capsicum ,spp.,Amarillo,,,,"Ají, seco, variedad amarillo","7,2","15,4",,"12,4","3,7",,"61,3",,,,,,,,,,77,545,"9,5",,316,,"0,28","0,3",2,12
1015,B056,Bolivia,Ají,,,fruto,seco,,,Capsicum ,annuum,Colorado,,,,"Ají, seco, variedad colorado","7,8","9,5",,"2,8",1,,"78,9",,,,,,,,,,140,238,"16,4",,493,,"0,24","0,84","1,9",55
1016,B057,Perú,Ají,verde,,,,,,Capsicum,frutescens L.,,,,,"Ají, verde","82,9","2,5",,"0,8","1,4",,"12,4",,,,,,,,,,21,58,"1,3",,382,,,"0,11","1,47","48,5"
1017,B052,Cuba,Ají  ,,,fruto,,,,Capsicum ,frutescens,,Pimiento,,,"Ají, pimiento, fruto, crudo","92,29","1,12","6,25","0,35","0,62","1,77","5,62","3,85","23,03","96,36",,,,,,,,,,,,,,,,
1018,B058,Bolivia,Ajipa,,,raíz,cruda,,,Pachyrhizus ,ahipa,,,,,"Ajipa, raíz, cruda","65,8","2,1",,"0,3","0,5",,"31,3",,,,,,,,,,33,30,"0,7",,0,,"0,04","0,07","0,73",8
1019,B059,Colombia,Ajo,,,pulpa de diente,,,,Allium,sativum L.,,,,,Ajo,"64,2","4,7",,"0,1","1,5",,"29,5",,,,,,,,,,40,135,"1,3",,6,,"0,12","0,07","0,7",9
1020,B060,Ecuador,Ajo,,,bulbo,,,,Allium,sativum,,,,,Ajo,64,,,,"3,6",,,,,,,,,,,,,,,,,,,,,
1021,B061,Perú,Ajo,,,,,,,Allium,sativum L.,,,,,Ajo,"61,4","5,6",,"0,8","1,8",,"30,4",,,,,,,,,,94,180,"1,7",,,,"0,14","0,07","0,42","9,1"
1022,B062,México,Ajo,,,bulbo,crudo,fresco,,Allium,sativum,,,,,"Ajo, bulbo, crudo","57,2","3,5","6,25","0,3","1,2",,"37,8",,,,"0,09","0,01","0,23",0,19,529,19,529,"1,5",1,0,,"0,08","0,11","0,9",15
1023,B063,Argentina,Ajo,,,bulbo o tallo,crudo,fresco,,Allium,satyvum,,,,"A, INN","Ajo, crudo","74,2","4,4","6,25","0,2","1,2",,20,,,,,,,,,,,,,,,,"0,3","0,06","0,7","8,8"
1024,B064,Ecuador,Ajo,,,,en polvo,,,Allium,sativum,,,,,"Ajo, en polvo","6,8",,,,"3,6",,,,,,,,,,,,,,,,,,,,,
1025,B065,Bolivia,Ajo,,,raíz,crudo,,,Allium ,sativum,,,,,"Ajo, raíz, crudo","59,7","6,8",,"0,2",1,,"32,3",,,,,,,,,,21,116,"1,5",,0,,"0,22","0,18","0,39",11
1026,B890,Bolivia,Ajo ,pasta  ,natural,bulbo,molido,humedo,,Allium ,sativum,,,,Lab.Nutricion INLASA,"Ajo, pasta","63,84","4,52",,"0,42","1,67",,"29,55",,,,,,,,,,"20,8","164,03","1,5",,0,,"0,22","0,17","0,36","10,36"
1027,B066,México,Ajonjolí,,,semilla,crudo,seco,,Sesamum,orientale l.,,,,,"Ajonjolí, crudo, seco","3,9","22,4","5,3","50,9","4,6",,"18,2",,,,"7,1","19,7","21,6",0,60,725,727,629,"9,5","7,75",1,,"1,24","0,24",5,0
1028,B067,Perú,Albahaca,,,,,,,Ocimum,basilicum L.,,,,,Albahaca,"86,7","2,9",,"1,2","1,9",,"7,3",,,,,,,,,,325,38,"5,3",,244,,"0,04","0,13","0,95",20
1029,B068,Colombia,Alcachofa,,,"hojas, corazón",,,,Cynara,scolymus L.,,,,,Alcachofa,"86,4","2,6",,"0,2","0,9",,"9,9",,,,,,,,,,47,66,"0,9",,72,,"0,06","0,1","0,8",10
1030,B069,Perú,Alcachofa,,,,,,,Cynara,scolymus L.,,,,,Alcachofa,"92,9","2,8",,"0,2","1,2",,"2,9",,,,,,,,,,42,51,"1,1",,50,,"0,07","0,04","0,85",
1031,B070,México,Alcachofa,,,"hojas, corazón",cruda,fresco,,Cynara,scolymus,,,,,"Alcachofa, cruda ","79,8","2,2","6,25","0,1","1,1",,"16,8",,,,"0,05","0,01","0,06",0,80,339,32,339,"0,6","0,1",12,,"0,2","0,05","0,1",6
1032,B071,Argentina,Alcaucil,,,inflorescencia,crudo,fresco,,Cynara,scolymus,, ,,"A, D, INN","Alcaucil, crudo","83,7","2,9","6,25","0,4","1,1",,"11,9",,,,,,,,,,40,94,"1,89",,,,"0,05",,"0,8","21,7"
1033,B072,Brasil,Alface,americana,,,,,,Lactuca,sativa L.,,,,4,"Alface, americana","98,24",,,,,"0,58",,,,,,,,,,,,,,,,,,,,
1034,B073,Brasil,Alface,crespa,,,crua,,,Lactuca,sativa,,,,302,"Alface, crespa, crua",,,,,,,,,,,,,,,,,,,,,240,,,,,
1035,B074,Brasil,Alface,,,,crua,,,Lactuca,sativa L.,,,,"4, 19, 51, 247","Alface, crua","96,31","0,88",,"0,14","0,51","1,25","2,16","0,91","8,42","35,23",,,,,,,,,,,,,,,,
1036,B075,Brasil,Alface,lisa,,,,,,Lactuca,sativa L.,,,,247,"Alface, lisa","96,8",,,,,"1,2",,,,,,,,,,,,,,,,,,,,
1037,B076,Brasil,Alface,lisa,,,crua,,,Lactuca,sativa,Boston,,,302,"Alface, lisa, crua",,,,,,,,,,,,,,,,,,,,,210,,,,,
1038,B077,Argentina,Alfalfa,,,hoja,cruda,fresca,,Medicago,sativa,,Medic,,INN,"Alfalfa, hoja, cruda","80,6","6,6","6,25","0,4","5,6",,"6,8",,,,,,,,12,976,525,155,"3,89",,,,"0,26","0,35","1,7","183,6"
1039,B078,Bolivia,Alfalfa,,,hoja,cruda,fresca,,Medicago ,sativa,,,,,"Alfalfa, hoja, cruda, fresca",77,"7,6",,"0,4","1,7",,"13,3",,,,,,,,,,221,86,"7,3",,497,,"0,18","0,73","0,73",164
1040,B079,Bolivia,Alfalfa,,,hoja,cruda,seca,,Medicago ,sativa,,,,,"Alfalfa, hoja, cruda, seca","7,6","25,8",,"1,7",8,,"56,9",,,,,,,,,,162,209,"17,8",,1203,,"0,2","1,78","0,75",140
1041,B080,Brasil,Alho,,,,cru,,,Allium,sativum,,,,"51, 307","Alho, cru","65,51","4,55",,"0,19","1,02","2,75","28,73","25,98","123,83","518,1",,,,,,,,,,,,,,,,
1042,B891,Brasil,Alho,,,,cru,,,Allium,sativum,,,,4,"Alho, cru","68,11","5,54","6,25","0,2","1,51","2,51","24,64","22,13",113,"472,79",,,,,,,,,,,,,,,,
1043,B081,Brasil,Almeirão,,,,cozido,,,Cichorium ,intybus,,,,302,"Almeirão, cozido",,,,,,,,,,,,,,,,,,,,,630,,,,,
1044,B892,Brasil,Almeirão,,,,cozido,,,Chichorium ,intybus,,,,362,"Almeirão, cozido","80,73","1,66","6,25","9,56","1,45","6,72","6,72",0,"92,68","387,77",,,,,,,,,,,,,,,,
1045,B082,Brasil,Almeirão,,,,cru,,,Cichorium ,intybus,,,,"4, 51, 178","Almeirão, cru","92,39","1,71",,"0,35","1,14","2,39","4,41","2,02","18,07","75,6",,,,,,,,,,,,,,,,
1046,B083,Brasil,Almeirão,,,,cru,,,Cichorium ,intybus,,,,302,"Almeirão, cru",,,,,,,,,,,,,,,,,,,,,570,,,,,
1047,B084,Brasil,Almeirão,,,,frito,,,Cichorium ,intybus,,,,302,"Almeirão, frito",,,,,,,,,,,,,,,,,,,,,630,,,,,
1048,B085,Bolivia,Amañoque,,,raiz,crudo,,,,,,,,,"Amañoque, raíz, crudo","79,2","0,9",,"0,1","0,9",,"18,9",,,,,,,,,,82,51,"4,5",,92,,"0,1","0,37","0,42",12
1049,B086,Bolivia,Amañoque,,,tallo,crudo,,,,,,,,,"Amañoque, tallo, crudo","78,1",1,,0,"0,9",,20,,,,,,,,,,21,38,"9,5",,240,,"0,1","0,41","0,75",15
1050,B893,Brasil,Anil trepador,,,,,,,Cissus ,sicyoides,,,,4,Anil trepador ,"5,03",,,,,"32,04",,,,,,,,,,,,,,,,,,,,
1051,B087,Perú,Apio,,,,,,,Apium,graveolens dulce L.,,,,,Apio,"93,4","0,7",,"0,2","0,9",,"4,8",,,,,,,,,,70,28,"1,5",,,,"0,03","0,08","0,23","8,3"
1052,B088,Bolivia,Apio,,,hojas,crudo,fresco,,Apium ,graveolens,,,,,"Apio, hojas, crudo, fresco","82,3","4,6",,"0,2","2,9",,10,,,,,,,,,,220,69,"8,5",,580,,"0,09","0,16","0,93",30
1053,B089,Costa Rica,Apio,cocinado,,"hojas, tallo",cocción,,,Apium,graveolens,,,,,"Apio, hojas, tallo, cocinado",,,,,,,,,,,,,,,,,,,,,,"9999,99",,,,
1054,B089,Venezuela,Apio,,,raiz,cocido,,,Arracacia,xanthorrhiza,,,,,"Apio, raíz, cocido","76,2","0,6","6,25","0,5","0,8",,"21,9",,,,,,,,,,,40,"0,5",,,,"0,03","0,03","2,5",
1055,B090,Colombia,Apio,,,tallo ,,,,Apium,graveolens L.,,,,,"Apio, tallo","92,8","0,7",,"0,1","1,2",,"5,2",,,,,,,,,,70,33,"0,6",,0,,"0,03","0,06","0,3",4
1056,B091,Argentina,Apio,,,tallo y hojas,crudo,fresco,,Apium,graveolens,,,,INN,"Apio, tallo y hojas, crudo, fresco",,,,,,,,,,,,,,,13,357,42,45,"0,84",,,,"0,08","0,06","1,2","4,6"
1057,B092,Argentina,Apio,,,tallo y hojas,hervido,fresco,,Apium,graveolens,,,,INN,"Apio, tallo y hojas, hervido",,,,,,,,,,,,,,,5,83,32,22,"0,5",,,,,,,
1058,B093,Bolivia,Apio,,,tallo,crudo,fresco,,Apium ,graveolens,,,,,"Apio, tallo, crudo, fresco","87,8","0,6",,"0,2","1,5",,"9,9",,,,,,,,,,109,36,"1,5",,27,,"0,03","0,07","0,65",8
1059,B094,México,Apio,,,tallo,crudo,fresco,,Apium,graveolens,,,,,"Apio, tallo, crudo, fresco ","93,6","0,8","6,25","0,2","0,8",,"4,6",,,,"0,03","0,02","0,06",0,88,284,52,284,"1,4","0,17",10,,"0,02","0,04","0,4",8
1060,B095,Perú,Arracacha,,,,,,,Arracacia,xathoriza,Bancroft,Racacha,,,Arracacha,"75,1","0,7",,"0,3",1,,"22,9",,,,,,,,,,27,50,"1,1",,,,"0,09","0,08","2,84","27,1"
1061,B096,Colombia,Arracacha,amarilla,,"cabeza, sin cáscara",sin cáscara,,,Arracacia,xanthorrhiza,Bancroft,,,,"Arracacha, amarilla, cabeza","72,6","0,9",,"0,1","1,2",,"25,2",,,,,,,,,,28,70,"1,1",,69,,"0,07","0,09","4,8",20
1062,B097,Colombia,Arracacha,amarilla,,"raíz, sin cáscara",,,,Arracacia,xanthorrhiza,Bancroft,,,,"Arracacha, amarilla, raíz","72,8","0,9",,"0,1","1,2",,25,,,,,,,,,,26,60,"0,8",,57,,"0,06","0,04","2,8",20
1063,B098,Colombia,Arracacha,blanca,,"raíz, sin cáscara",,,,Arracacia,xanthorrhiza,Bancroft,,,,"Arracacha, blanca","74,5",1,,"0,1","1,4",,23,,,,,,,,,,23,40,"0,7",,3,,"0,05","0,06","2,5",15
1064,B099,Colombia,Arracacha,morada,,"cabeza, sin cáscara",,sin cáscara,,Arracacia,xanthorrhiza,Bancroft,,,,"Arracacha, morada, cabeza",72,1,,"0,1","1,2",,"25,7",,,,,,,,,,25,70,"0,4",,3,,"0,06","0,05","4,1",20
1065,B100,Colombia,Arracacha,morada,,raíz,,sin cáscara,,Arracacia,xanthorrhiza,Bancroft,,,,"Arracacha, morada, raíz","71,9","1,1",,"0,1","1,2",,"25,7",,,,,,,,,,24,65,"0,7",,6,,"0,04","0,03","2,7",15
1066,B895,Costa Rica,Arvejas,cocinadas,,,cocción,,,Pisum,sativa,,,,,"Arvejas, cocinadas",,,,,,,,,,,,,,,,,,,,,,"370,8",,,,
1067,B101,Perú,Ashipa,,,,,,,Pachyrhizus,erosus,,,,,Ashipa,"55,3","1,4",,"0,3","0,3",,"42,7",,,,,,,,,,29,25,"4,8",,,,"0,06","0,09","0,12","2,1"
1068,B102,Brasil,Aspargo,,,,conserva,,,Asparagus,officinalis L.,,,,"51, 307","Aspargo, conserva","94,53","1,48",,"0,2","0,93","1,83","2,86","1,03","11,84","49,54",,,,,,,,,,,,,,,,
